# 來源:票 84 身分改寫,由演練 B2(乾淨 clone,參數與本尊逐位元組相同)產出的 git-filter-repo commit-map。
# 產生時間:2026-08-27;本尊改寫於同日,HEAD 落在 e769e7bfc2caeae7189b4f86ca37ead71911cf3c(與 B2 相同,故本表對本尊逐條適用)。
# 適用範圍:key(old 欄)是【票 84 改寫前、票 39 改寫後】那一期的 sha —— 也就是 docs/ 散文裡現在寫著的那些。236 條,涵蓋當時全部 236 個 commit。
old                                      new
97ce72a37ceafaa542732373e227f2520a4bfdc1 8d3ebd2ecf1b7e0e5a4cf3979d4ed786c0a91b3a
9874e88b3b5673de0e1c812624dfd70d329f7702 5b6ccfe9465abfc8de318072377af08b97e7cd90
9a46c80cdad4419477c09fbaeaa55007a3cab93e e66a787a68864545af9246c25d6c06743e2fa596
a002d05a2b4db9d46faba8139d16620282f17e7c 4a547c7e45b4e2b46636a601c3205bb68126b3f9
a39040a0fa26e57e78745effc7bea82a7709b7fb 79d2b80d02cca4e239cc9eb74c8c0367b5ab7064
a5042e9f81e3ef1a62e8761df6eb17d50a248ca0 48e5cc9cbb7971e94d17908acb1bbd82b822d775
a5b3baf6cf2555a55bf23ab0ba3eb85fad831b25 62de4ed90311b79eba59412bdd4420e6b34f6146
a6a6cc9799fdc476728e712fb5554ef9a07b6a28 a7fdb14667dc1b95d598d53e5020018873ccf257
a9242cc97599c2dd7fa3d42578a4f4ec56ba0f84 dbb1fed5b4787e36aa53ceb8394452d44ed70ef7
aa5022c4d8baa09f7f65147b916c69da4e23caec beccc77c3971aace86883a59b483ae2e8a3ac32d
aab7c10303045aa54578b27429437eda36d7b5bd df58e9cf1c2097559f69470d5235793e4e60b9e5
ab30bd6dc56caba2b51df8cb8ae3e9ff965b45c7 7c1c01c9e0dc02fe13211d37e4201d2d3ae448bc
abd05c13777d116d0180607077ed6f3621d6cd19 3ab18d63425abdbe52a74160dd6fd87646af6fe6
abfeeabb02974ed9efaaca0552b09ab513106923 3ee475e881ec44404269fc32e83c3f32ee917039
acbadab0b5fd80eaad221e47624efb5dd2707ed6 3c913d11509bec42c0ab10ac8e91d5472f0d0108
af2624e2e5c62fd8d12b35666d042e55c0657175 af8ecea1e3689d1bee3ed5906d09e2d259796909
af5d8a7ec6e726b1a603c919da477bffd9ae337e 8eb9b1d0dd657d12b97e02fb9ea2fe3ccdad7777
af8752ab445a046bd150853c1c7fab181e1ff868 9b428a026d87a0c36d8c872a74158850af468096
afe8a9a3a35605cf2b9484f7da937cf4f84901fb 2a45b197e45427986ab49db2636cd8d1f494a675
b00adf9576b5e079e6ecb70aa9dbe62300e6007a 38b24ec7344d7b50dd0686947bc7d0af72c01bed
b17fdc048570c75b59c7c1042b6cf21a2de200a2 8160ea3565291eb67ef799b76a4d2f0ceee3a051
b2e7bef8870f22e6b5302c1c0596e95e1a133677 fe1ebe20aa86300b006c897a24c83704ee72db32
b365f16f1ac6ad03afdf0bc675eea22cace5a3d5 332024f4f8b5b1907f882ff6b848428056a1cf15
b378d314d96a85b774f2c7fc12c6f7fbd154b484 b8ff2076cf8cf1d0cb12c132c5811354836ef015
b7282127ef4bcdff49e706690ab781eff53f782e 32c8a395af753b0cce56b5d5c3c164315255fcc0
b820728f5d77534bf3be096381b3760478fd171f 5f779dcc9a0763829961a08db67351efe730d56e
b85a7b3a5390d784177f3d9e4311d38e28274e83 a93e1db4aa75b1696b0a77c648b3853ad19969cb
b876d10fc1d4a78346ced9b7645887b9ec63492b 17e7b0e78ab2d4db32d2d5f03cd51b72b895babf
b92feede63e6ca1671eeaaa51288808edc3c5e5c e623a6bae4a8834204c9aec71850a9beb41fc15a
b9d33597ba6cbbd2d38eb107dfed865ff6076e12 791e81e881241d4332782cce19956af48791e4ce
bb336b23b8d7b341c547ced170860ec9c878f476 27059a126d16817dd4f7f9db40ef63ced064e0ae
bba09294513b9e895eb2b6a2c71b335e4341f9bb 0a23eb8783051bc3fbc0dd6a5a7c4453c637784d
bba93553fc11a1f78bc67ceddda5f0f2a0d6aaf7 1d2ec333ae79ec27e3c0ef0debc56855b06aae43
bc1fa6f26b73189465250d31e1c6a0ab212572dc 1665db17a37a487d74da19aae102500eec8859c6
bd19d2da70ef91ebe9bbe6291a8ebb5a243ebffa 4e8c6e23b98886b7eb4b52907e20d5a878ec4d0a
be57758ddf053c1ff5b64804bd29ee79af731c9c 83861f59b29c2fc1646304f8c2039dbe943290d8
be72a579dc01a5686d43873d781c473b1ec347b7 8c73634d082fbc0e0bc49e451cb21c7aaaf9c71c
bf3614723291977d1847cdd5a8ef13d5ffe86f48 fd82d3cc7df3493287f7b858c2e356ac178b8e4f
bf9c3df2fcbb1131deeea308ff98a63f1b2cae51 b7ade607e5c20df648ab515e09ef636ac231708e
c11d6db031e800d35d3abfb346f5d7d7ba84e93f 1f0557a01b499b83a0ebfe0e3e4b8278da7e05d8
c24875044b98c134a2bf17249b440d090af7a52b b1d48e41134549949d4485a17473ff560ebaa8f4
c3124017937164a588f1a5e7fe834dcb699c646f e769e7bfc2caeae7189b4f86ca37ead71911cf3c
c4bed4699df6f1f456f373f2e079412893358749 b3ec8188694f4e1678daadb379cdd752dc6e4c0a
c4d2384ba58ce21f55f92c41836995348faa62e6 ee37cd10baac35bdbb5d90e86fcc09abd11e301b
c5fbe695ae4876b1ee1d9fbebef68b6c36226795 a8e3a934aee8ac802bdf2101efb322c8a58db934
c93f461b2555b4d0debeb2226157a6087e575e77 84aa234d79ea60597aa327d68f0c8f5789c1b9a8
cb14b1180f71a4844a081ed42f34577a7dd74d92 3ff68b0d24d479325bbb1211846aa7c47a2a175e
cc598336f27ded4def4c94b16fac80ae7488020d d439dedfa344f63ffbc4c00f59c4eb2954aef7ee
cc87a4c467c0e835719067bd50e69f3d1a875ca1 dd5514ab2936cc50937055d19de3b3cf28f697de
cdda32551d09c839cdcbb5427ecd1a04ef5cf863 8fc63db4b9369d41c4ad7e9c3eea7b21ea02172c
cfeb586a705e691808c8bc52fa1f1da88ff35087 4d019f78f81159dd9a6efd131a595dab13d62fbb
d00e0be9d547a0e07e62f5cc06ad8fb81d456727 577f57e9a86f8abc9da4d407172ccf33344e991d
d179963de4a18133d760dec268b664f740b0638a 1554e80ad0f9a31e52a627e650d2f440a078a315
d2ed02a90648e029d53b34d0afda5bb8d296ae48 b2c4d9cf0d4c85150ea1b1028efd9d1c9d1e1c92
d37c402de7a3b912a99035b708a67ba94bfe2299 dee786c5cae254834dbda06a889c1b1f64207272
d455b79e1d6673aa0e4a91f3df040ed404671ad9 ebdca614fb503aafa004f08f0ada501225de8d10
d4673b656a32f889deffbedccb4b6cf0d3eb4ff1 e867eb59e445c7a61360cde71b59ad94c1f41b03
d573db1496eb278f11d632495092641edc938540 d824239e236fdae2d7d6d011c291115ea032e760
d57e74a09b150e3b98bab5bc93bbf8bf324913f2 27cbabf08f275df730740e3a302feb392e382cbe
d64c74f9329e38e76a6695d9d9d024645cfd1fe4 88c24c88c02979d4e034097d21f523088cc82d31
d651638da0e2ac2e63667957667897d9475c27cf a0bc27063844ffbee145e662eb72b7f2453fdfcb
d8417668f660159527da66286509c01d8f2da7c2 c139f139ba1b6c66a3d67332b546443b1c40cbbc
d92cb838168f3838b9f9f65404f9d37bde55b422 16fd084eb237cbde0e04fbd866b86af3b67db7a9
d9aefd45470fb96f16fcc6f2ac4e11220d9b7279 f0e2760dd68b60ffe682f9021458f8fcb625e36f
da76b5eb59916265e58f31a48b81c56cbff90ece e5bb30722c2da002f0c693548eb2dbf3205bc671
db7205b3898f4f6be2d6f5ae77437fca1973195e 2398209f78dded01f98407e50d654e0e34fbd982
dc7b3dc48a65a4d95d99452dce3519b7cc2d3e7e 10def9363e52cecf364ab50b79218bd8504f9bf2
dd5da21296fe6be897503a2ece761de1b42eeefa 7d9d10a36f396d5ec5c910e50e522ac7235bec0b
ddbf4e5dfa2576b1758b6b3051586aadc028dbd8 c3a70476362b289cb86242bbf8f7aa757caf5721
ddce2151e884c73f6cdf4be4676b6b8814f9ab50 9f317bf7eb9f25229d365b5f69648a90a759d0a2
de41915030b8bab7aa2f9c9be8b7a7c7b1343450 f4399e1d0c095bb2dc7c5bdbf5ad7b4248598b63
df07b3d8cdaad1e2ef1f676f9a71a2ec2a49cd0c 018b3b78df6ace34e348649ea94609d4a56839d3
df655176400a7002bc4cce5a70580182f5280d5d 54d4c2967bdc2edda4e716447c9b58483b0138e8
dfc7cde60d0dbe349860064a87c4a80d16c6cea3 70f2d0e1e2c16027337eb05aa35c9018df6aea84
e195adc4c1056e124d89ca4344ab5753792ec8aa 9cd448e2c8caf6051602400073e078138c3b1bf2
e24548c9e6cfe2060b3b506aef2aab8ec14f05ba 0fc73ff753ed8222e1ff2c0fb850cd2503ff251b
e2b85b8bebddd169b6b866ab3d10d0e17c7d890e c2045bd147de6da5fe5593608c1fb7a4811ba6a5
e38c1a5b4ec7f5531bc6074045675f92fd1aab4f 84fd4ac322bc7a543cf9eae77f0d7ad8ec4f0480
e3fff5d564da51814c81f673e37592ecba2fce19 2520a6d1256cb14ea7acee02066b55bbb2e303b9
e50a979f37a4e30dfca29822b42cf41000f1cc08 a821a2a796ea085ca8d64477e97b73d89ab831f0
e5cdbcbdc4846b2a04197065fb9b94a76258d3ef 1260e9a1fc1124588a9c1234dc930e482f460305
e6db9604a87084ca77c98a26588c71c2523ac2bc 02cbd37af276c11389e484db9581a1db0e450019
e7702c8e46bd5e9de11c141154a1f4f8000a4ab6 1337aea5a3efc00275ba51bd16ee588140fa94cc
e7fd1ce90eaa5816a7f87b06f5f29f6d5346d4a5 df45ec0622642dece00f48a1d679f2a8091c3f85
e9adce3a007d2acbe111e311eba381624e2168c0 401ab1028d821559087444267871a8fd23e8ae54
e9e6197a920e6b50faeae8c9c4c56fef3f6a2c29 81f7f0947ef53b9cb4fd5907e7a2a90e39264528
ebdb6c149127fd40611927a418711de0422e2034 098a150379e93d2ff94d554e9d5aece46bad3fe0
ec2f7b4376225b0bfb16b8f482fc712d8c50513b 417c297692b8ea04352b9af1cf691fa54d043c17
ec67f12fd40de228ef433b0daa85dbda42d8d5b8 57ec85539fcdff898cc5e869624260cb6da7d320
ede3434f623d3a00b662829d1736f0a98f1bea47 e585b3557c89812683ed7d5dd88aed6f0a88e1fb
eeb297839d752bd57ae581892fe208577b77e670 f592a819069b25e07753cdaa63d24390b29d1e80
eef064eff227f7a264a6b138769ec35b4e95233a 064e7912d9710edf0cb2610e509734a3adc8d595
ef995c1931d2c2027f09b20b30c957033030ee50 837716eab779eda5e73300c216ddaf7860bee95f
